r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu
1,0,0,404848,6928,55324,0,0,0,12,1192,350,0,63,37,0,0,0
1,0,0,405860,6928,55324,0,0,0,4,1143,351,0,59,41,0,0,0
1,0,0,406248,6928,55328,0,0,0,0,1142,303,0,60,40,0,0,0
1,0,0,406912,6936,55328,0,0,0,16,1222,359,0,63,36,1,0,0
1,0,0,406000,6936,55332,0,0,0,0,1227,343,0,66,34,0,0,0
1,0,0,406384,6944,55324,0,0,0,12,1172,354,0,60,39,0,0,0
2,0,0,406268,6944,55332,0,0,0,4,1253,352,0,65,35,0,0,0
1,0,0,406344,6944,55336,0,0,0,0,1164,352,0,61,39,0,0,0
1,0,0,407004,6952,55336,0,0,0,16,1155,414,0,57,42,1,0,0
1,0,0,406940,6952,55340,0,0,0,0,1140,361,0,59,41,0,0,0
2,0,0,406236,6952,55344,0,0,0,0,1170,398,0,59,41,0,0,0
1,0,0,406548,6960,55348,0,0,0,18,1237,401,0,65,35,0,0,0
1,0,0,406564,6960,55348,0,0,0,0,1198,349,0,60,39,0,0,0
8,0,0,406688,6968,55344,0,0,0,12,1215,345,0,63,36,1,0,0
3,0,0,406436,6968,55352,0,0,0,4,1175,344,0,62,38,0,0,0
2,0,0,405896,6968,55356,0,0,0,0,1167,360,0,60,40,0,0,0
3,0,0,405920,6976,55356,0,0,0,16,1191,407,0,60,39,0,0,0
2,0,0,406428,6976,55360,0,0,0,0,1179,368,0,61,39,0,0,0
1,0,0,406144,6984,55360,0,0,0,12,1249,388,0,64,35,1,0,0
1,0,0,405744,6984,55364,0,0,0,0,1188,394,0,61,39,0,0,0
1,0,0,406308,6984,55364,0,0,0,0,1174,380,0,61,39,0,0,0
1,0,0,405988,6992,55368,0,0,0,6,1203,372,0,63,37,0,0,0
7,0,0,406964,6992,55368,0,0,0,0,1161,340,0,61,39,0,0,0
1,0,0,406572,7000,55368,0,0,0,6,1121,352,0,59,41,1,0,0
2,0,0,405480,7000,55372,0,0,0,0,1243,377,0,65,35,0,0,0
1,0,0,406256,7000,55372,0,0,0,0,1131,335,0,59,41,0,0,0
9,0,0,406952,7008,55376,0,0,0,6,1236,362,0,65,35,0,0,0
7,0,0,404676,7008,55376,0,0,0,0,1207,322,0,65,35,0,0,0
1,0,0,405960,7008,55376,0,0,0,0,1158,333,0,61,39,0,0,0
1,0,0,406172,7016,55380,0,0,0,6,1204,347,0,64,35,1,0,0
1,0,0,406208,7016,55380,0,0,0,0,1207,365,0,64,36,0,0,0
1,0,0,405948,7024,55376,0,0,0,22,1164,336,0,60,39,1,0,0
1,0,0,405468,7024,55384,0,0,0,0,1188,406,0,60,40,0,0,0
1,0,0,406432,7024,55388,0,0,0,0,1190,341,0,63,37,0,0,0
1,0,0,406376,7032,55388,0,0,0,20,1163,403,0,60,40,1,0,0
1,0,0,405324,7032,55392,0,0,0,0,1214,397,0,63,37,0,0,0
1,0,0,405800,7032,55392,0,0,0,0,1156,329,0,60,40,0,0,0
10,0,0,406668,7040,55396,0,0,0,6,1254,359,0,66,34,1,0,0
1,0,0,406488,7040,55396,0,0,0,0,1134,374,0,59,41,0,0,0
1,0,0,406080,7048,55404,0,0,0,6,1225,391,0,65,35,0,0,0
3,0,0,405896,7048,55404,0,0,0,0,1202,363,0,63,37,0,0,0
1,0,0,406464,7048,55404,0,0,0,0,1122,362,0,59,41,0,0,0
1,0,0,404284,7056,55408,0,0,0,6,1197,348,0,63,36,1,0,0
1,0,0,406340,7056,55408,0,0,0,0,1148,375,0,59,41,0,0,0
7,0,0,406516,7056,55412,0,0,0,0,1203,364,0,63,37,0,0,0
1,0,0,406128,7064,55412,0,0,0,6,1144,373,0,60,40,0,0,0
1,0,0,406060,7064,55412,0,0,0,0,1121,341,0,59,41,0,0,0
1,0,0,406152,7072,55416,0,0,0,28,1181,350,0,62,37,1,0,0
1,0,0,406232,7072,55416,0,0,0,0,1150,355,0,59,40,0,0,0
1,0,0,406144,7072,55420,0,0,0,0,1179,379,0,62,38,0,0,0
1,0,0,406004,7080,55420,0,0,0,6,1197,382,0,63,37,0,0,0
8,0,0,406352,7080,55424,0,0,0,0,1173,348,0,62,38,0,0,0
1,0,0,405888,7088,55416,0,0,0,12,1138,332,0,61,38,0,0,0
6,0,0,406612,7088,55428,0,0,0,0,1189,323,0,64,36,0,0,0
1,0,0,406964,7088,55432,0,0,0,8,1195,395,0,61,38,0,0,0
1,0,0,405940,7096,55432,0,0,0,12,1203,384,0,62,37,1,0,0
1,0,0,406224,7096,55436,0,0,0,0,1200,383,0,61,39,0,0,0
1,0,0,405936,7100,55436,0,0,2,6,1113,348,0,58,42,0,0,0
1,0,0,406256,7108,55440,0,0,0,14,1171,382,0,61,39,0,0,0
3,0,0,406044,7108,55440,0,0,0,0,1209,358,0,64,36,0,0,0
2,0,0,406468,7116,55432,0,0,0,18,1174,371,0,61,38,1,0,0
1,0,0,406592,7116,55444,0,0,0,0,1224,360,0,64,35,0,0,0
1,0,0,405388,7116,55444,0,0,0,6,1212,379,0,63,37,0,0,0
1,0,0,405872,7124,55448,0,0,0,12,1199,371,0,64,36,0,0,0
1,0,0,406364,7124,55452,0,0,0,0,1183,347,0,61,39,0,0,0
2,0,0,405664,7124,55452,0,0,0,4,1200,350,0,63,37,0,0,0
1,0,0,405832,7132,55452,0,0,0,12,1178,327,0,62,38,0,0,0
1,0,0,406008,7132,55456,0,0,0,0,1143,372,0,59,41,0,0,0
1,0,0,404572,7140,55456,0,0,0,16,1156,371,0,61,39,1,0,0
1,0,0,406004,7140,55456,0,0,0,0,1181,352,0,63,37,0,0,0
1,0,0,404736,7140,55460,0,0,0,4,1205,393,0,63,37,0,0,0
8,0,0,406748,7148,55464,0,0,0,12,1162,367,0,60,40,0,0,0
1,0,0,406448,7148,55464,0,0,0,0,1259,396,0,64,36,0,0,0
11,0,0,406420,7156,55468,0,0,0,16,1227,360,0,63,37,0,0,0
1,0,0,405684,7156,55468,0,0,0,0,1200,354,0,64,36,0,0,0
1,0,0,406304,7156,55468,0,0,0,4,1169,348,0,61,39,0,0,0
1,0,0,405856,7164,55472,0,0,0,12,1257,371,0,65,34,1,0,0
8,0,0,406556,7164,55472,0,0,0,0,1209,341,0,63,37,0,0,0
10,0,0,406120,7164,55476,0,0,0,6,1129,351,0,58,42,0,0,0
1,0,0,405828,7172,55476,0,0,0,12,1150,348,0,60,40,0,0,0
1,0,0,405612,7172,55480,0,0,0,0,1147,380,0,60,40,0,0,0
1,0,0,405008,7180,55480,0,0,0,6,1178,336,0,61,39,0,0,0
1,0,0,406296,7180,55480,0,0,0,0,1169,401,0,60,40,0,0,0
1,0,0,404924,7180,55484,0,0,0,0,1204,404,0,60,40,0,0,0
1,0,0,405568,7188,55484,0,0,0,6,1172,353,0,61,38,1,0,0
1,0,0,405484,7188,55488,0,0,0,0,1169,347,0,61,39,0,0,0
2,0,0,406056,7188,55488,0,0,0,0,1170,352,0,62,38,0,0,0
1,0,0,406092,7196,55492,0,0,0,6,1197,381,0,62,38,1,0,0
1,0,0,405868,7196,55492,0,0,0,0,1127,360,0,59,41,0,0,0
1,0,0,405964,7196,55496,0,0,0,0,1263,363,0,66,34,0,0,0
1,0,0,406684,7204,55496,0,0,0,6,1121,371,0,56,43,0,0,0
1,0,0,406232,7204,55496,0,0,0,0,1172,407,0,61,39,0,0,0
1,0,0,405652,7212,55504,0,0,0,6,1211,320,0,65,35,1,0,0
1,0,0,405428,7212,55504,0,0,0,14,1207,357,0,64,36,0,0,0
1,0,0,405920,7212,55508,0,0,0,0,1118,327,0,60,40,0,0,0
1,0,0,405956,7220,55508,0,0,0,12,1147,359,0,59,40,1,0,0
7,0,0,404900,7220,55508,0,0,0,6,1138,391,0,59,41,0,0,0
2,0,0,405672,7228,55516,0,0,0,6,1197,353,0,63,37,0,0,0
8,0,0,405720,7228,55516,0,0,0,0,1213,348,0,62,37,0,0,0
9,0,0,406484,7228,55520,0,0,0,0,1220,306,0,64,36,0,0,0
1,0,0,406088,7236,55520,0,0,0,6,1209,365,0,63,37,0,0,0
1,0,0,405900,7236,55524,0,0,0,8,1169,349,0,62,38,0,0,0
2,0,0,404388,7236,55524,0,0,0,0,1221,380,0,62,38,0,0,0
1,0,0,405768,7244,55528,0,0,0,12,1165,321,0,62,37,1,0,0
1,0,0,406112,7244,55528,0,0,0,6,1136,363,0,58,41,0,0,0
1,0,0,406596,7252,55528,0,0,0,12,1154,307,0,61,39,1,0,0
0,0,0,406828,7252,55532,0,0,0,4,753,203,0,16,84,0,0,0
0,0,0,406224,7252,55532,0,0,0,0,662,198,0,11,89,0,0,0
0,0,0,405840,7260,55536,0,0,0,12,663,207,0,13,87,0,0,0
0,0,0,405744,7260,55536,0,0,0,4,427,94,0,4,96,0,0,0
0,0,0,405552,7260,55536,0,0,0,0,446,101,0,4,96,0,0,0
0,0,0,406904,7268,55536,0,0,0,12,512,136,0,7,93,0,0,0
0,0,0,406684,7268,55536,0,0,0,8,461,118,0,5,95,0,0,0
0,0,0,406684,7276,55540,0,0,0,6,489,115,0,6,94,0,0,0
0,0,0,406588,7276,55540,0,0,0,4,422,96,0,4,96,0,0,0
1,0,0,406300,7276,55540,0,0,0,0,498,125,0,7,93,0,0,0
0,0,0,406108,7284,55540,0,0,0,12,438,104,0,5,95,0,0,0
0,0,0,405984,7284,55544,0,0,0,8,477,113,0,5,95,0,0,0
0,0,0,405888,7292,55544,0,0,0,6,507,129,0,7,93,0,0,0
0,0,0,405600,7292,55544,0,0,0,0,440,110,0,5,95,0,0,0
0,0,0,405504,7292,55544,0,0,0,4,456,108,0,5,95,0,0,0
0,0,0,405408,7300,55544,0,0,0,12,466,111,0,5,95,0,0,0
0,0,0,406936,7300,55548,0,0,0,4,476,125,0,7,93,0,0,0
0,0,0,406648,7300,55548,0,0,0,0,464,115,0,5,95,0,0,0
0,0,0,406456,7308,55548,0,0,0,12,424,106,0,4,96,0,0,0
0,0,0,406264,7308,55548,0,0,0,8,441,102,0,4,96,0,0,0
0,0,0,405948,7308,55548,0,0,0,0,493,120,0,6,94,0,0,0
0,0,0,405756,7316,55552,0,0,0,6,458,106,0,5,95,0,0,0
0,0,0,405660,7316,55552,0,0,0,4,467,121,0,5,95,0,0,0
0,0,0,405468,7316,55552,0,0,0,0,402,80,0,3,97,0,0,0
0,0,0,406660,7324,55552,0,0,0,20,470,135,0,6,94,0,0,0
0,0,0,406468,7324,55552,0,0,0,0,435,106,0,5,95,0,0,0
0,0,0,406248,7332,55556,0,0,0,6,460,107,0,5,95,0,0,0
0,0,0,405836,7332,55556,0,0,0,4,458,108,0,6,94,0,0,0
0,0,0,405644,7332,55556,0,0,0,0,433,103,0,4,96,0,0,0
0,0,0,405644,7340,55556,0,0,0,12,486,115,0,6,94,0,0,0
0,0,0,405452,7340,55556,0,0,0,8,434,105,0,4,96,0,0,0
0,0,0,407172,7340,55560,0,0,0,0,479,116,0,6,94,0,0,0
0,0,0,406636,7348,55560,0,0,0,6,482,124,0,6,94,0,0,0
0,0,0,406540,7348,55560,0,0,0,0,443,97,0,4,96,0,0,0
0,0,0,406252,7348,55560,0,0,0,0,447,106,0,5,95,0,0,0
0,0,0,405936,7356,55560,0,0,0,6,530,134,0,8,92,0,0,0
0,0,0,405812,7356,55568,0,0,0,0,446,106,0,5,95,0,0,0
0,0,0,405812,7364,55568,0,0,0,6,487,119,0,5,95,0,0,0
0,0,0,405620,7364,55568,0,0,0,0,411,88,0,4,96,0,0,0
0,0,0,405428,7364,55568,0,0,0,0,501,119,0,7,93,0,0,0
0,0,0,406880,7372,55568,0,0,0,6,435,112,0,5,95,0,0,0
0,0,0,406784,7372,55572,0,0,0,0,450,107,0,5,95,0,0,0
0,0,0,406180,7372,55572,0,0,0,0,457,119,0,6,94,0,0,0
0,0,0,405768,7380,55572,0,0,0,6,425,98,0,4,96,0,0,0
0,0,0,405576,7380,55572,0,0,0,0,465,112,0,5,95,0,0,0
0,0,0,405416,7380,55572,0,0,0,8,399,88,0,3,97,0,0,0
0,0,0,407128,7388,55576,0,0,0,12,456,125,0,6,94,0,0,0
0,0,0,406656,7388,55576,0,0,0,0,462,112,0,6,94,0,0,0
2,0,0,406464,7388,55576,0,0,0,6,429,104,0,4,96,0,0,0
0,0,0,406272,7396,55576,0,0,0,6,424,99,0,4,95,0,0,0
0,0,0,405696,7396,55576,0,0,0,0,461,124,0,5,95,0,0,0
0,0,0,405600,7396,55580,0,0,0,0,454,103,0,5,95,0,0,0
0,0,0,405504,7404,55580,0,0,0,6,474,119,0,5,95,0,0,0
0,0,0,407072,7404,55580,0,0,0,0,394,78,0,3,97,0,0,0
0,0,0,406708,7412,55580,0,0,0,6,498,129,0,7,93,0,0,0
0,0,0,406612,7412,55580,0,0,0,0,461,102,0,5,95,0,0,0
1,0,0,406392,7412,55584,0,0,0,0,463,114,0,5,95,0,0,0
0,0,0,406104,7420,55584,0,0,0,6,487,119,0,6,94,0,0,0
0,0,0,406104,7420,55584,0,0,0,0,439,106,0,4,96,0,0,0
0,0,0,405816,7420,55584,0,0,0,0,482,119,0,6,94,0,0,0
0,0,0,405816,7428,55584,0,0,0,14,448,104,0,5,95,0,0,0
0,0,0,405624,7428,55588,0,0,0,0,484,117,0,7,93,0,0,0
0,0,0,405212,7428,55588,0,0,0,0,469,105,0,5,95,0,0,0
0,0,0,406772,7436,55592,0,0,0,22,465,113,0,5,95,0,0,0
0,0,0,406580,7436,55592,0,0,0,0,418,93,0,4,96,0,0,0
0,0,0,406264,7444,55588,0,0,0,12,541,147,0,7,93,0,0,0
0,0,0,406072,7444,55596,0,0,0,4,450,107,0,5,95,0,0,0
0,0,0,406072,7444,55596,0,0,0,0,487,115,0,6,94,0,0,0
0,0,0,405976,7452,55596,0,0,0,22,428,107,0,4,96,0,0,0
0,0,0,405784,7452,55596,0,0,0,0,526,133,0,8,92,0,0,0
0,0,0,405592,7452,55596,0,0,0,0,446,100,0,4,96,0,0,0
0,0,0,405400,7460,55600,0,0,0,16,465,119,0,5,95,0,0,0
0,0,0,406936,7460,55600,0,0,0,0,450,111,0,5,95,0,0,0
1,0,0,406588,7460,55600,0,0,0,0,430,116,0,4,96,0,0,0
0,0,0,406204,7468,55600,0,0,0,8,476,131,0,5,94,0,0,0
0,0,0,405984,7468,55604,0,0,0,0,412,88,0,3,97,0,0,0
0,0,0,405408,7476,55604,0,0,0,6,478,124,0,6,93,1,0,0
0,0,0,405216,7476,55604,0,0,0,0,475,112,0,5,95,0,0,0
0,0,0,405216,7476,55604,0,0,0,0,478,107,0,5,95,0,0,0
0,0,0,406880,7484,55604,0,0,0,6,424,96,0,4,96,0,0,0
0,0,0,406372,7484,55608,0,0,0,0,500,132,0,6,94,0,0,0
0,0,0,406276,7484,55612,0,0,0,0,440,97,0,5,95,0,0,0
1,0,0,406276,7492,55612,0,0,0,6,503,133,0,7,93,0,0,0
0,0,0,405960,7492,55612,0,0,0,0,392,71,0,3,97,0,0,0
0,0,0,405356,7500,55604,0,0,0,6,498,138,0,7,93,0,0,0
1,0,0,406796,7500,55616,0,0,0,0,445,105,0,5,95,0,0,0
0,0,0,406576,7500,55616,0,0,0,14,453,107,0,5,95,0,0,0
0,0,0,406192,7508,55616,0,0,0,12,475,120,0,6,94,0,0,0
0,0,0,406000,7508,55616,0,0,0,0,467,108,0,5,95,0,0,0
0,0,0,405808,7508,55616,0,0,0,0,469,109,0,5,95,0,0,0
0,0,0,405588,7516,55620,0,0,0,6,408,86,0,3,97,0,0,0
0,0,0,406808,7516,55620,0,0,0,0,471,106,0,6,94,0,0,0
0,0,0,406396,7516,55620,0,0,0,4,461,115,0,5,95,0,0,0
0,0,0,406300,7524,55620,0,0,0,12,460,112,0,5,95,0,0,0
0,0,0,406012,7524,55620,0,0,0,8,414,99,0,4,96,0,0,0
0,0,0,405436,7532,55624,0,0,0,6,471,127,0,6,94,0,0,0
0,0,0,405276,7532,55624,0,0,0,0,429,103,0,4,96,0,0,0
0,0,0,406608,7532,55624,0,0,0,4,483,122,0,6,94,0,0,0
0,0,0,406512,7540,55624,0,0,0,12,401,84,0,3,97,0,0,0
0,0,0,406128,7540,55624,0,0,0,8,481,125,0,6,94,0,0,0
0,0,0,405688,7540,55628,0,0,0,0,462,111,0,5,95,0,0,0
1,0,0,405496,7548,55628,0,0,0,6,443,106,0,4,96,0,0,0
0,0,0,405208,7548,55628,0,0,0,4,442,106,0,5,95,0,0,0
0,0,0,406652,7556,55628,0,0,0,12,490,115,0,6,94,0,0,0
0,0,0,406460,7556,55628,0,0,0,0,466,113,0,5,95,0,0,0
0,0,0,406336,7556,55632,0,0,0,4,413,86,0,3,97,0,0,0
0,0,0,405952,7564,55632,0,0,0,12,469,132,0,6,94,0,0,0
0,0,0,405732,7564,55632,0,0,0,0,493,122,0,6,94,0,0,0
0,0,0,405636,7564,55632,0,0,0,8,463,109,0,5,95,0,0,0
0,0,0,405444,7572,55632,0,0,0,6,417,92,0,3,96,0,0,0
0,0,0,405252,7572,55636,0,0,0,4,487,125,0,7,93,0,0,0
0,0,0,405260,7572,55636,0,0,0,0,430,98,0,5,95,0,0,0
0,0,0,405156,7580,55636,0,0,0,12,496,128,0,6,94,0,0,0
0,0,0,405060,7580,55636,0,0,0,8,407,82,0,3,97,0,0,0
0,0,0,406452,7588,55628,0,0,0,6,496,134,0,7,93,0,0,0
0,0,0,406136,7588,55640,0,0,0,0,455,108,0,5,95,0,0,0
0,0,0,405944,7588,55640,0,0,0,0,448,106,0,5,95,0,0,0
0,0,0,405752,7596,55640,0,0,0,6,449,103,0,5,94,0,0,0
0,0,0,405656,7596,55640,0,0,0,0,461,109,0,5,95,0,0,0
0,0,0,405272,7596,55640,0,0,0,0,454,108,0,5,95,0,0,0
0,0,0,405176,7604,55644,0,0,0,6,420,89,0,3,97,0,0,0
0,0,0,406380,7604,55644,0,0,0,0,508,126,0,7,93,0,0,0
0,0,0,406284,7604,55644,0,0,0,0,449,110,0,5,95,0,0,0
0,0,0,406188,7612,55644,0,0,0,6,452,109,0,5,95,0,0,0
0,0,0,405996,7612,55644,0,0,0,0,411,89,0,3,97,0,0,0
0,0,0,405516,7612,55652,0,0,0,0,473,119,0,6,94,0,0,0
0,0,0,405200,7620,55652,0,0,0,6,452,109,0,5,95,0,0,0
0,0,0,405200,7620,55652,0,0,0,0,476,112,0,5,95,0,0,0
0,0,0,405200,7620,55652,0,0,0,8,387,84,0,3,97,0,0,0
0,0,0,406436,7628,55656,0,0,0,12,521,138,0,7,93,0,0,0
0,0,0,406340,7628,55656,0,0,0,0,495,131,0,6,94,0,0,0
0,0,0,406216,7636,55656,0,0,0,22,481,124,0,5,95,0,0,0
0,0,0,405832,7636,55656,0,0,0,0,432,100,0,5,95,0,0,0
0,0,0,405544,7636,55656,0,0,0,8,447,107,0,5,95,0,0,0
0,0,0,405352,7644,55660,0,0,0,6,483,133,0,5,95,0,0,0
1,0,0,405160,7644,55660,0,0,0,0,428,88,0,4,96,0,0,0
0,0,0,406784,7644,55660,0,0,0,4,459,115,0,5,95,0,0,0
0,0,0,406248,7652,55660,0,0,0,12,480,126,0,6,94,0,0,0
0,0,0,406152,7652,55660,0,0,0,0,476,111,0,5,95,0,0,0
0,0,0,406028,7652,55664,0,0,0,0,424,98,0,3,97,0,0,0
0,0,0,405452,7660,55664,0,0,0,6,482,130,0,6,94,0,0,0
0,0,0,405260,7660,55664,0,0,0,0,445,112,0,5,95,0,0,0
0,0,0,405260,7668,55664,0,0,0,6,512,128,0,6,94,0,0,0
0,0,0,405164,7668,55664,0,0,0,0,404,81,0,3,97,0,0,0
0,0,0,406384,7668,55668,0,0,0,0,528,139,0,7,93,0,0,0
0,0,0,406096,7676,55668,0,0,0,6,468,109,0,6,94,0,0,0
0,0,0,406096,7676,55668,0,0,0,0,457,111,0,5,95,0,0,0
0,0,0,405808,7676,55668,0,0,0,0,438,101,0,5,95,0,0,0
0,0,0,405616,7684,55668,0,0,0,6,482,121,0,6,94,0,0,0
1,0,0,405328,7684,55672,0,0,0,0,478,111,0,6,94,0,0,0
7,0,0,403908,7684,55680,0,0,0,0,1371,509,0,68,32,0,0,0
1,0,0,402896,7692,55684,0,0,0,6,1129,500,0,57,42,1,0,0
1,0,0,403276,7692,55688,0,0,0,8,1135,458,0,58,42,0,0,0
1,0,0,405152,7692,55688,0,0,0,0,1126,370,0,57,43,0,0,0
0,0,0,405552,7700,55692,0,0,0,20,719,126,0,23,77,0,0,0
0,0,0,405552,7700,55692,0,0,0,0,308,40,0,0,100,0,0,0
1,0,0,404116,7700,55692,0,0,0,0,665,98,0,17,83,0,0,0
0,0,0,404116,7700,55692,0,0,0,0,318,44,0,0,100,0,0,0
1,0,0,402660,7708,55696,0,0,0,6,1233,377,0,58,41,1,0,0
1,0,0,403936,7708,55696,0,0,0,0,1079,355,0,54,46,0,0,0
0,0,0,405112,7708,55696,0,0,0,0,944,216,0,37,63,0,0,0
1,0,0,404788,7716,55696,0,0,0,6,692,138,0,17,83,0,0,0
0,0,0,404628,7716,55696,0,0,0,0,565,104,0,10,90,0,0,0
0,0,0,404628,7716,55696,0,0,0,0,308,42,0,0,100,0,0,0
1,0,0,403588,7724,55696,0,0,0,6,555,90,0,10,90,0,0,0
0,0,0,403588,7724,55696,0,0,0,0,666,107,0,13,87,0,0,0
1,0,0,403012,7724,55700,0,0,0,0,1289,364,0,60,40,0,0,0
1,0,0,403248,7732,55700,0,0,0,14,1130,407,0,58,41,1,0,0
1,0,0,404648,7732,55700,0,0,0,0,1159,313,0,58,42,0,0,0
0,0,0,403340,7740,55704,0,0,0,12,733,146,0,18,81,0,0,0
0,0,0,403148,7740,55708,0,0,0,0,340,56,0,1,99,0,0,0
0,0,0,403148,7740,55708,0,0,0,0,326,50,0,0,100,0,0,0
0,0,0,404424,7748,55708,0,0,0,6,607,118,0,13,87,0,0,0
0,0,0,404424,7748,55708,0,0,0,0,317,44,0,0,100,0,0,0
1,0,0,402720,7748,55708,0,0,0,0,1307,384,0,59,41,0,0,0
1,0,0,403192,7756,55708,0,0,0,12,1081,288,0,59,41,1,0,0
0,0,0,404464,7756,55712,0,0,0,0,1067,258,0,45,55,0,0,0
0,0,0,404280,7756,55712,0,0,0,0,873,155,0,24,76,0,0,0
0,0,0,404376,7764,55712,0,0,0,6,524,85,0,10,90,0,0,0
0,0,0,404376,7764,55712,0,0,0,0,324,50,0,0,100,0,0,0
0,0,0,403580,7764,55712,0,0,0,0,774,139,0,17,83,0,0,0
0,0,0,403580,7772,55712,0,0,0,6,321,45,0,0,100,0,0,0
1,0,0,401832,7772,55712,0,0,0,6,1259,399,0,60,40,0,0,0
1,0,0,402240,7772,55716,0,0,0,0,1050,393,0,53,47,0,0,0
0,0,0,404272,7780,55716,0,0,0,12,1144,309,0,50,50,1,0,0
0,0,0,404420,7780,55716,0,0,0,0,658,115,0,18,82,0,0,0
0,0,0,404200,7780,55716,0,0,0,0,363,58,0,1,99,0,0,0
0,0,0,404200,7788,55708,0,0,0,6,321,46,0,0,100,0,0,0
0,0,0,404100,7788,55716,0,0,0,0,625,109,0,13,87,0,0,0
0,0,0,404100,7788,55716,0,0,0,0,314,40,0,0,100,0,0,0
1,0,0,401724,7796,55716,0,0,0,6,1281,398,0,63,36,1,0,0
1,0,0,404192,7796,55720,0,0,0,0,1151,374,0,58,42,0,0,0
0,0,0,404420,7796,55720,0,0,0,0,831,141,0,26,74,0,0,0
0,0,0,404272,7804,55720,0,0,0,12,638,132,0,14,85,1,0,0
0,0,0,404052,7804,55720,0,0,0,0,354,62,0,1,99,0,0,0
0,0,0,404052,7804,55720,0,0,0,0,319,43,0,0,100,0,0,0
0,0,0,403668,7812,55720,0,0,0,6,545,103,0,9,91,0,0,0
0,0,0,403668,7812,55720,0,0,0,0,309,42,0,0,100,0,0,0
1,0,0,400688,7812,55724,0,0,0,6,1191,384,0,54,46,0,0,0
1,0,0,402492,7820,55724,0,0,0,12,1023,311,0,54,46,1,0,0
0,0,0,404356,7820,55724,0,0,0,4,998,284,0,47,52,0,0,0
0,0,0,403560,7828,55728,0,0,0,12,1037,164,0,35,65,1,0,0
0,0,0,402792,7828,55728,0,0,0,0,456,75,0,6,94,0,0,0
2,0,0,402792,7828,55728,0,0,0,4,323,45,0,0,100,0,0,0
2,0,0,402800,7836,55728,0,0,0,12,888,196,0,19,81,0,0,0
0,0,0,403988,7836,55728,0,0,0,0,505,46,0,10,90,0,0,0
1,0,0,402388,7836,55728,0,0,0,8,1261,421,0,58,42,0,0,0
1,0,0,402880,7844,55724,0,0,0,6,1103,404,0,56,44,0,0,0
0,0,0,404240,7844,55732,0,0,0,0,1151,277,0,49,50,0,0,0
1,0,0,403900,7844,55732,0,0,0,4,933,186,0,28,72,0,0,0
0,0,0,404112,7852,55732,0,0,0,12,542,84,0,11,89,0,0,0
1,0,0,403892,7852,55732,0,0,0,0,331,45,0,0,100,0,0,0
1,0,0,403316,7852,55732,0,0,0,8,462,89,0,7,93,0,0,0
0,0,0,403220,7860,55732,0,0,0,6,353,53,0,2,98,0,0,0
1,0,0,400792,7860,55732,0,0,0,0,1290,419,0,60,39,0,0,0
1,0,0,402732,7860,55736,0,0,0,0,1082,333,0,57,43,0,0,0
0,0,0,404276,7868,55740,0,0,0,6,1190,261,0,57,42,0,0,0
1,0,0,403876,7868,55740,0,0,0,0,775,139,0,25,75,0,0,0
0,0,0,403556,7868,55740,0,0,0,0,544,86,0,9,91,0,0,0
2,0,0,403556,7876,55740,0,0,0,6,341,52,0,1,99,0,0,0
0,0,0,404048,7876,55740,0,0,0,0,578,102,0,12,88,0,0,0
0,0,0,404048,7876,55740,0,0,0,0,317,42,0,0,100,0,0,0
7,0,0,402188,7884,55740,0,0,0,6,1316,392,0,62,38,1,0,0
1,0,0,403124,7884,55744,0,0,0,0,1069,318,0,56,44,0,0,0
0,0,0,404412,7884,55744,0,0,0,0,928,205,0,32,68,0,0,0
0,0,0,404188,7892,55744,0,0,0,6,911,168,0,32,68,0,0,0
0,0,0,403040,7892,55744,0,0,0,0,447,89,0,6,94,0,0,0
2,0,0,402464,7892,55744,0,0,0,6,394,68,0,3,97,0,0,0
1,0,0,403664,7900,55744,0,0,0,12,578,91,0,10,90,0,0,0
0,0,0,403540,7900,55744,0,0,0,0,396,59,0,3,97,0,0,0
1,0,0,401576,7900,55748,0,0,0,6,1409,392,0,68,32,0,0,0
1,0,0,401988,7908,55748,0,0,0,6,1057,324,0,55,44,0,0,0
0,0,0,404116,7908,55748,0,0,0,0,1130,315,0,55,45,0,0,0
0,0,0,403040,7908,55748,0,0,0,0,563,100,0,11,89,0,0,0
0,0,0,402848,7916,55748,0,0,0,6,701,124,0,14,86,0,0,0
1,0,0,402848,7916,55748,0,0,0,0,382,59,0,2,98,0,0,0
1,0,0,403600,7916,55756,0,0,0,0,712,130,0,16,84,0,0,0
0,0,0,403408,7916,55756,0,0,0,0,359,57,0,2,98,0,0,0
8,0,0,402020,7924,55756,0,0,0,6,1316,385,0,62,37,1,0,0
2,0,0,403112,7924,55756,0,0,0,0,1047,315,0,55,45,0,0,0
0,0,0,404216,7924,55760,0,0,0,0,970,221,0,41,59,0,0,0
0,0,0,403612,7932,55760,0,0,0,6,735,126,0,19,81,0,0,0
0,0,0,404152,7932,55760,0,0,0,0,538,64,0,11,89,0,0,0
1,0,0,403260,7932,55760,0,0,0,8,375,61,0,3,97,0,0,0
1,0,0,403676,7940,55760,0,0,0,12,641,115,0,14,86,0,0,0
2,0,0,402620,7940,55760,0,0,0,0,479,67,0,7,93,0,0,0
1,0,0,401484,7948,55752,0,0,0,6,1317,414,0,65,35,1,0,0
7,0,0,402984,7948,55760,0,0,0,0,1134,308,0,59,41,0,0,0
